CONT_ID,marital_divorced,marital_married,marital_single,marital_unknown,education_Basic,education_high_school,education_professional_course,education_university_degree,education_unknown,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed
27989,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
14530,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
30517,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4775,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
47971,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
31999,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
33639,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
14382,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
26329,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23016,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
43646,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
27555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24012,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
44574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
43399,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19387,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
12044,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36143,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1136,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12886,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
48329,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
23045,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29247,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
25105,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
34013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41826,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
44455,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
35467,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
46525,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
48765,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
24723,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20891,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50161,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
21178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21214,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
32120,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
35676,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
24232,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26231,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
31956,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39872,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
33407,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7801,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
30908,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
6245,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
18761,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5819,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
20257,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34628,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30533,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
34810,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
926,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
37540,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
14099,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48567,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
28041,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39770,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8173,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
11642,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
26955,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24489,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
38746,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29089,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42772,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1946,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25487,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
22470,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
32123,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
43557,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
11275,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
26466,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
45669,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
35641,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22543,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2807,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
16861,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
42563,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
30921,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10687,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
21905,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
44132,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
49864,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
19593,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49669,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12784,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
46479,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
50324,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11047,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
39836,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
10885,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7502,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
8868,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
32986,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
47069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8795,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25060,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
46722,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10941,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
18503,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1727,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
917,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3598,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5610,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
20926,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
23725,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
11609,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
40390,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
34470,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
26302,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
36424,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16286,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
29195,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
26468,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
22876,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
40002,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
17550,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27957,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
24420,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41292,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
25465,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
33901,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17339,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35775,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
28540,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
17336,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49130,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3730,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38459,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
4082,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40245,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
27530,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
47519,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14908,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
12499,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
17230,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21504,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32640,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27918,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
31689,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27265,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
31678,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
661,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
34248,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33389,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
38378,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23564,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
46513,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
33618,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2293,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
11976,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
33053,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11311,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
18773,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
47688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49387,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
3772,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
48103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32610,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
30137,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36527,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
20384,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
13653,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
38042,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
28579,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27828,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
48857,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
28423,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3616,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
38295,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
46194,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
37628,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32956,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4285,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
28470,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
41169,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
15537,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
24155,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11247,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13457,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
47481,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
34329,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
15555,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
11756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5573,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
26713,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
35133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24900,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
37018,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
40892,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
29932,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
10156,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
34627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13676,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
46671,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
41111,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46439,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
29346,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30028,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
47109,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
43181,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40618,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24826,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32727,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
33576,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2586,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10192,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
44814,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22860,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18103,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39764,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
50262,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
37727,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
45977,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
7347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32469,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43017,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
45352,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
18974,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
13375,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
40695,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
32194,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
11219,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
48421,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15826,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
10634,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
33695,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
24841,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
39752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40220,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8230,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
12246,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7552,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
22043,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
25689,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
42851,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
3481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9427,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
38374,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
39988,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30160,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
37904,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3314,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42377,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
18274,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
34048,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
12068,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
43132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8311,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
34681,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
37467,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9841,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
22638,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
37640,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8254,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
30541,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27876,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
27299,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
33300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27453,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
3816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9366,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32931,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
12009,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29254,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
12857,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
40986,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
46699,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
5321,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
19112,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
33956,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
33275,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
45107,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38020,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20603,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
24191,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6996,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
34143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43826,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6775,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29679,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42999,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
43750,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10894,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
39714,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
11328,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44915,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2337,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21073,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
45694,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
48215,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
5849,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4114,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
21547,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19253,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
32186,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
48936,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
49855,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
17683,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
35448,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2603,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
40947,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
32224,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40410,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
